ID,氏名,性別,所属学部,古典,物理,化学,経済,英語,数学,情報
S4019,佐々木 あすか,女,理学部,57,89,91,61,75,88,59
S4020,森 知実,女,理学部,58,98,92,48,79,85,63
S4021,吉田 花子,女,理学部,62,92,89,53,83,96,52
S4022,渡辺 陽子,女,理学部,57,85,98,50,82,89,49
S4023,山本 翼,男,理学部,45,97,90,59,83,94,45
S4024,池田 桃子,女,理学部,48,86,95,51,88,87,59
S4025,石井 真綾,女,理学部,54,92,90,53,77,88,60
S4026,佐々木 知実,女,理学部,54,99,85,47,87,92,63
S4027,阿部 七夏,女,理学部,59,86,95,45,86,96,54
S4028,佐々木 あすか,女,理学部,56,88,97,63,85,87,64
S4029,青木 幹,女,理学部,57,86,87,48,76,98,55
S4030,遠藤 明美,女,理学部,51,100,88,58,75,96,58
S4031,渡辺 さゆり,女,理学部,56,97,89,64,80,96,51
S4032,加藤 美加子,女,理学部,64,99,98,63,77,91,53
S4033,藤井 結衣,女,理学部,65,89,96,64,81,87,59
S4034,池田 学,男,理学部,62,98,88,62,76,98,50
S4035,岡本 七夏,女,理学部,46,91,97,54,89,90,49
S4036,松本 治,男,理学部,58,97,85,58,86,98,47
S4037,伊藤 智也,男,理学部,60,88,100,58,80,95,63
S4038,鈴木 翔太,男,理学部,57,99,99,56,88,85,59
S4039,林 明美,女,理学部,59,93,94,48,87,87,62
S4040,渡辺 花子,女,理学部,63,92,95,55,89,85,56
S4041,佐藤 裕太,男,理学部,48,90,88,61,87,94,63
S4042,山口 陽子,女,理学部,50,86,99,62,75,94,48
S4043,山崎 千代,女,理学部,64,95,94,62,88,93,45
S4044,渡辺 零,男,理学部,55,98,94,61,82,88,51
S4045,西村 里佳,女,理学部,63,100,90,50,75,85,57
S4046,加藤 裕樹,男,理学部,61,90,91,53,78,90,60
S4047,伊藤 京助,男,理学部,51,99,91,63,77,85,64
S4048,佐藤 翔太,男,理学部,53,87,98,47,90,98,55
S4049,井上 花子,女,理学部,64,87,86,62,80,99,51
S4050,鈴木 加奈,女,理学部,58,100,93,65,76,93,63
S4051,田中 くみ子,女,理学部,58,85,87,49,79,95,52
S4052,高橋 里佳,女,理学部,46,86,99,60,87,96,54
S4053,佐々木 裕太,男,理学部,47,87,96,45,83,89,46
S4054,山田 知実,女,理学部,63,97,99,45,88,92,62
S4055,伊藤 晃,男,理学部,64,95,86,55,84,93,65
S4056,田中 直子,女,理学部,48,93,100,48,80,89,50
S4057,山田 桃子,女,理学部,60,97,91,49,80,96,52
S4058,佐藤 香織,女,理学部,57,88,95,48,87,88,58
S4059,山口 知実,女,理学部,65,99,91,47,83,90,61
S4060,吉田 陽子,女,理学部,62,95,92,63,79,85,62
S4061,田中 幹,女,理学部,58,99,93,45,76,85,59
S4062,渡辺 知実,女,理学部,58,93,100,45,75,91,45
S4063,高橋 学,男,理学部,65,90,88,53,83,89,60
S4064,田中 知実,女,理学部,58,86,95,46,83,100,49
S4065,岡本 幹,女,理学部,53,93,89,48,89,99,57
S4066,小林 千代,女,理学部,61,92,90,52,80,87,49
S4067,長谷川 千代,女,理学部,53,89,100,52,82,100,65
S4068,佐々木 直樹,男,理学部,63,99,89,59,78,92,62
S4069,近藤 修平,男,理学部,64,91,99,54,86,91,55
S4070,中村 拓真,男,理学部,48,97,99,54,89,94,45
S4071,山田 修平,男,理学部,55,97,89,64,82,97,50
S4072,岡本 春香,女,理学部,49,91,90,63,80,96,62
S4073,清水 幹,女,理学部,49,92,97,53,82,88,60
S4074,佐々木 零,男,理学部,53,91,100,54,87,99,45
S4075,松田 真綾,女,理学部,64,87,90,63,89,88,53
S4076,田中 あすか,女,理学部,46,99,94,63,76,97,63
S4077,藤井 明美,女,理学部,52,92,98,57,77,97,65
S4078,伊藤 花子,女,理学部,65,98,86,59,89,92,60
S4079,藤田 裕樹,男,理学部,51,96,86,60,75,85,63
S4080,林 里佳,女,理学部,45,97,88,50,87,96,52
S4081,山本 翼,男,理学部,53,100,87,57,78,90,54
S4082,三浦 太郎,男,理学部,50,99,97,51,79,95,51
S4083,渡辺 翔太,男,理学部,62,93,90,52,79,91,50
S4084,鈴木 篤司,男,理学部,50,90,93,45,79,89,61
S4085,井上 裕美子,女,理学部,53,100,90,64,85,88,59
S4086,阿部 七夏,女,理学部,51,86,88,58,82,86,45
S4087,福田 美加子,女,理学部,51,92,89,53,79,98,54
S4088,林 香織,女,理学部,59,89,85,63,78,95,56
S4089,鈴木 太郎,男,理学部,57,100,99,49,76,90,49
S4090,林 桃子,女,理学部,63,99,90,54,81,96,53
S4091,井上 陽子,女,理学部,47,97,94,65,84,99,61
S4092,井上 真綾,女,理学部,57,93,89,56,79,98,51
S4093,中島 さゆり,女,理学部,51,97,88,65,90,89,56
S4094,佐藤 七夏,女,理学部,59,95,86,48,81,92,65
S4095,中村 美加子,女,理学部,46,98,89,45,77,91,54
S4096,佐藤 知実,女,理学部,50,91,93,59,77,91,63
S4097,山本 直人,男,理学部,58,99,91,59,78,95,50
S4098,山下 真綾,女,理学部,45,98,88,53,81,92,49
S4099,佐藤 零,男,理学部,60,100,96,61,83,100,59
S4100,吉田 英樹,男,理学部,58,98,92,53,88,94,65
S4101,青木 裕美子,女,理学部,49,91,86,46,86,88,64
S4102,森 くみ子,女,理学部,54,87,91,61,85,90,52
S4103,山口 晃,男,理学部,53,95,96,65,75,95,59
S4104,山田 あすか,女,理学部,65,99,90,64,86,89,49
S4105,井上 花子,女,理学部,55,94,91,58,85,85,55
S4106,橋本 くみ子,女,理学部,60,94,86,50,80,97,63
S4107,中島 桃子,女,理学部,50,95,93,48,88,93,57
S4108,小林 京助,男,理学部,45,93,90,46,84,93,56
S4109,岡本 里佳,女,理学部,55,91,97,61,78,99,50
S4110,小林 直樹,男,理学部,63,85,90,59,84,87,53
S4111,池田 直樹,男,理学部,63,93,89,51,82,99,51
S4112,近藤 聡太郎,男,理学部,52,97,94,48,82,85,53
S4113,後藤 くみ子,女,理学部,55,91,92,50,77,92,63
S4114,木村 直子,女,理学部,61,91,86,62,89,100,60
S4115,松本 修平,男,理学部,58,97,86,52,86,100,65
S4116,鈴木 和也,男,理学部,51,93,95,54,90,91,62
S4117,佐藤 あすか,女,理学部,59,99,98,63,88,96,59
S4118,藤田 裕美子,女,理学部,64,90,92,57,90,93,65
S4119,西村 加奈,女,理学部,56,94,93,54,83,92,48
S4120,青木 拓真,男,理学部,45,100,93,62,86,85,59
S4121,藤田 拓真,男,理学部,64,88,91,49,90,100,50
S4122,後藤 香織,女,理学部,59,90,87,55,79,94,57
S4123,藤原 零,男,理学部,58,90,97,47,79,86,50
S4124,吉田 直樹,男,理学部,50,86,98,55,78,100,46
S4125,遠藤 太郎,男,理学部,52,100,100,55,85,99,59
S4126,阿部 拓真,男,理学部,62,99,92,49,90,92,56
S4127,吉田 学,男,理学部,65,100,87,58,82,100,60
S4128,藤井 明美,女,理学部,55,93,87,49,89,92,55
S4129,佐藤 零,男,理学部,49,92,88,61,80,94,47
S4130,福田 桃子,女,理学部,47,91,99,45,87,95,47
S4131,渡辺 結衣,女,理学部,51,97,85,58,86,97,60
S4132,前田 翔太,男,理学部,55,100,94,58,86,99,63
S4133,佐藤 淳,男,理学部,49,96,93,56,85,97,63
S4134,中島 淳,男,理学部,53,97,95,65,86,89,50
S4135,高橋 幹,女,理学部,62,92,91,63,84,87,60
S4136,中村 翼,男,理学部,45,90,86,64,76,98,45
S4137,太田 修平,男,理学部,64,94,85,49,79,85,59
S4138,石川 翔太,男,理学部,53,85,91,61,84,96,49
S4139,近藤 桃子,女,理学部,64,90,97,65,83,89,65
S4140,森 充,男,理学部,62,93,95,62,81,100,65
S4141,山本 英樹,男,理学部,56,88,92,56,86,89,56
S4142,山本 直子,女,理学部,57,85,95,56,86,92,65
S4143,坂本 陽子,女,理学部,60,86,89,52,89,92,56
S4144,中村 桃子,女,理学部,60,88,89,45,86,98,58
S4145,鈴木 結衣,女,理学部,64,97,88,50,87,91,49
S4146,石川 直人,男,理学部,51,89,89,52,80,97,46
S4147,三浦 零,男,理学部,48,85,97,53,75,98,60
S4148,渡辺 さゆり,女,理学部,55,95,94,54,77,96,46
S4149,佐藤 舞,女,理学部,50,86,89,61,75,95,58
S4150,斉藤 千代,女,理学部,45,100,95,64,85,88,65
S4151,木村 千代,女,理学部,51,85,89,61,78,87,62
S4152,佐藤 花子,女,理学部,49,90,100,55,82,85,49
S4153,加藤 加奈,女,理学部,59,88,92,54,87,93,45
S4154,田中 修平,男,理学部,47,97,85,59,75,92,64
S4155,高橋 直子,女,理学部,56,85,98,63,85,90,48
S4156,石井 晃,男,理学部,64,88,90,61,90,92,47
S4157,中村 太一,男,理学部,65,94,96,47,84,88,58
S4158,山田 直子,女,理学部,52,98,85,46,81,86,46
S4159,田中 直人,男,理学部,48,91,93,45,80,99,48
S4160,伊藤 七夏,女,理学部,58,98,89,46,77,95,55
S4161,伊藤 篤司,男,理学部,62,87,98,62,90,85,54
S4162,吉田 裕美子,女,理学部,46,87,96,64,86,95,55
S4163,田中 真綾,女,理学部,49,85,95,56,86,100,59
S4164,吉田 直樹,男,理学部,47,87,100,63,79,85,46
S4165,渡辺 春香,女,理学部,48,89,92,49,80,90,53
S4166,藤井 篤司,男,理学部,50,89,86,54,78,90,51
S4167,吉田 治,男,理学部,45,87,85,65,77,85,48
S4168,清水 和也,男,理学部,58,91,99,55,89,89,59
S4169,吉田 七夏,女,理学部,52,100,99,49,75,90,59
S4170,鈴木 陽一,男,理学部,50,95,99,49,78,92,48
S4171,岡本 知実,女,理学部,51,89,95,51,78,94,62
S4172,清水 直樹,男,理学部,51,86,88,63,80,100,59
S4173,石井 翼,男,理学部,54,93,96,52,86,85,46
S4174,石川 桃子,女,理学部,49,95,97,62,88,97,62
S4175,高橋 淳,男,理学部,55,90,89,53,88,99,49
S4176,山口 学,男,理学部,48,100,86,54,82,91,52
S4177,斎藤 稔,男,理学部,56,93,85,56,87,91,61
S4178,青木 裕太,男,理学部,49,95,87,60,84,86,61
S4179,中村 康弘,男,理学部,49,98,92,57,84,91,64
S4180,石井 洋介,男,理学部,54,88,93,52,89,98,54
S4181,佐々木 里佳,女,理学部,47,90,96,58,85,93,53
S4182,佐藤 涼平,男,理学部,48,86,90,48,79,85,64
S4183,渡辺 涼平,男,理学部,52,99,96,60,84,91,46
S4184,西村 裕美子,女,理学部,58,94,92,62,86,93,45
S4185,吉田 太郎,男,理学部,57,88,99,49,86,92,63
S4186,小林 美加子,女,理学部,51,100,94,50,81,86,52
S4187,青木 拓真,男,理学部,48,98,85,59,89,90,64
S4188,斎藤 あすか,女,理学部,65,85,87,51,88,98,60
S4189,坂本 桃子,女,理学部,54,94,90,58,86,98,60
S4190,西村 京助,男,理学部,53,88,88,47,80,93,48
S4191,渡辺 くみ子,女,理学部,54,97,90,61,82,92,52
S4192,三浦 春香,女,理学部,58,88,99,60,77,97,46
S4193,山口 裕太,男,理学部,61,86,90,58,83,87,59
S4194,阿部 浩,男,理学部,57,95,91,65,76,88,57
S4195,中村 治,男,理学部,49,89,91,63,75,85,45
S4196,藤井 零,男,理学部,54,87,99,53,86,92,62
S4197,松本 幹,女,理学部,56,88,90,56,79,100,47
S4198,佐々木 明美,女,理学部,52,87,89,60,83,98,63
S4199,後藤 裕樹,男,理学部,50,85,89,55,84,91,48
S4200,橋本 修平,男,理学部,62,97,88,47,76,87,64
S4201,山口 七夏,女,理学部,62,95,87,50,82,92,55
S4202,阿部 治,男,理学部,64,93,95,61,86,88,53
S4203,松田 治,男,理学部,55,99,92,55,76,86,47
S4204,松本 里佳,女,理学部,63,92,88,57,85,91,64
S4205,藤井 直子,女,理学部,52,90,99,53,79,89,52
S4206,長谷川 聡太郎,男,理学部,60,98,88,52,77,87,54
S4207,藤原 太一,男,理学部,58,91,88,58,79,87,58
S4208,鈴木 拓真,男,理学部,50,89,88,65,82,95,60
S4209,松本 和也,男,理学部,65,95,86,47,79,98,48
S4210,渡辺 篤司,男,理学部,45,89,93,56,79,99,52
S4211,松本 亮介,男,理学部,59,90,91,46,89,93,46
S4212,山田 加奈,女,理学部,64,87,89,57,81,92,54
S4213,佐藤 舞,女,理学部,62,97,89,62,83,93,57
S4214,伊藤 浩,男,理学部,50,94,87,46,81,87,45
S4215,加藤 陽子,女,理学部,59,85,89,48,86,86,53
S4216,坂本 稔,男,理学部,64,99,90,63,83,90,58
S4217,鈴木 花子,女,理学部,46,88,95,63,75,96,58
S4218,岡田 翼,男,理学部,50,91,98,58,84,90,59
S4219,田中 治,男,理学部,51,92,88,47,80,93,45
S4220,田中 真綾,女,理学部,49,99,90,61,85,90,45
S4221,清水 真綾,女,理学部,62,93,96,48,80,96,63
S4222,福田 あすか,女,理学部,58,86,99,63,89,100,63
S4223,鈴木 英樹,男,理学部,55,89,88,64,77,94,59
S4224,渡辺 健一,男,理学部,54,87,87,52,88,85,63
S4225,加藤 学,男,理学部,57,97,98,62,90,99,49
S4226,阿部 篤司,男,理学部,46,85,88,47,78,85,55
S4227,山下 修平,男,理学部,50,93,93,48,84,86,51
S4228,加藤 幹,女,理学部,56,94,93,59,82,86,59
S4229,山田 治,男,理学部,53,91,93,48,76,86,45
S4230,井上 里佳,女,理学部,49,86,95,61,81,91,59
S4231,佐藤 直子,女,理学部,59,96,93,58,76,96,52
S4232,伊藤 京助,男,理学部,55,97,100,50,79,95,53
S4233,渡辺 学,男,理学部,53,99,85,55,84,91,63
S4234,中村 千代,女,理学部,54,95,97,56,83,85,58
S4235,佐々木 真綾,女,理学部,56,87,98,45,82,97,60
S4236,山本 淳,男,理学部,59,92,95,46,84,90,49
S4237,井上 香織,女,理学部,65,100,92,56,80,96,65
S4238,小林 知実,女,理学部,57,98,88,46,78,88,53
S4239,渡辺 春香,女,理学部,46,85,87,61,75,94,61
S4240,伊藤 翼,男,理学部,47,98,98,46,78,100,60
S4241,高橋 桃子,女,理学部,50,94,86,65,82,97,55
S4242,吉田 舞,女,理学部,63,100,91,45,89,93,65
S4243,森 浩,男,理学部,51,97,85,62,89,87,61
S4244,長谷川 智也,男,理学部,45,97,86,50,84,89,65
S4245,藤田 陽一,男,理学部,46,95,92,45,80,88,57
S4246,高橋 直子,女,理学部,58,86,96,63,79,95,65
S4247,福田 美加子,女,理学部,62,99,86,64,84,100,53
S4248,前田 英樹,男,理学部,63,94,92,51,84,98,65
S4249,中川 裕樹,男,理学部,45,92,96,59,80,93,51
S4250,木村 太一,男,理学部,51,85,97,47,88,87,45
S4251,中村 零,男,理学部,56,86,95,60,84,91,63
S4252,高橋 結衣,女,理学部,63,97,99,45,78,95,64
S4253,渡辺 七夏,女,理学部,54,91,99,56,75,98,47
S4254,林 充,男,理学部,65,98,86,55,78,99,56
S4255,山口 直樹,男,理学部,52,87,95,60,80,85,53
S4256,高橋 美加子,女,理学部,60,96,85,51,75,88,53
S4257,清水 涼平,男,理学部,49,89,98,56,82,94,64
S4258,山崎 美加子,女,理学部,46,94,92,54,80,98,51
S4259,小川 篤司,男,理学部,64,95,93,45,75,99,57
S4260,斉藤 聡太郎,男,理学部,63,90,99,47,85,95,64
S4261,藤原 くみ子,女,理学部,60,86,89,59,88,98,65
S4262,田中 和也,男,理学部,46,100,92,46,83,99,55
S4263,加藤 春香,女,理学部,53,85,97,50,87,90,47
S4264,木村 翼,男,理学部,64,91,98,63,82,90,47
S4265,中村 桃子,女,理学部,65,95,98,53,79,93,49
S4266,渡辺 零,男,理学部,50,97,85,49,79,86,61
S4267,渡辺 和也,男,理学部,56,100,98,53,75,90,57
S4268,高橋 あすか,女,理学部,64,100,86,47,86,93,53
S4269,斉藤 涼平,男,理学部,65,87,87,63,84,98,65
S4270,高橋 里佳,女,理学部,55,88,91,52,84,92,57
S4271,山崎 直人,男,理学部,45,96,85,51,87,89,62
S4272,佐々木 篤司,男,理学部,62,98,95,61,90,85,57
S4273,斎藤 直樹,男,理学部,49,93,95,62,84,99,61
S4274,三浦 香織,女,理学部,56,99,85,61,85,90,48
S4275,山口 太郎,男,理学部,58,87,91,60,81,98,62
S4276,伊藤 聡太郎,男,理学部,51,92,99,61,82,86,65
S4277,村上 明美,女,理学部,49,89,92,54,85,95,51
S4278,佐藤 七夏,女,理学部,58,92,93,46,83,88,45
S4279,木村 春香,女,理学部,58,98,86,51,84,97,65
S4280,森 真綾,女,理学部,55,86,95,45,79,89,51
S4281,石井 さゆり,女,理学部,64,87,100,62,90,97,47
S4282,村上 直樹,男,理学部,46,90,98,49,76,88,65
S4283,森 さゆり,女,理学部,56,98,93,49,87,95,57
S4284,山口 知実,女,理学部,48,92,97,51,82,91,56
S4285,阿部 英樹,男,理学部,47,93,92,63,89,88,51
S4286,山田 京助,男,理学部,58,91,92,51,81,85,47
S4287,三浦 淳,男,理学部,60,100,90,46,90,85,57
S4288,中島 真綾,女,理学部,64,93,91,64,82,100,49
S4289,高橋 健一,男,理学部,62,90,86,64,90,86,61
S4290,佐々木 和也,男,理学部,59,95,91,46,87,96,56
S4291,前田 七夏,女,理学部,54,89,95,51,79,89,61
S4292,高橋 あすか,女,理学部,58,99,85,63,79,90,61
S4293,岡本 結衣,女,理学部,52,92,87,47,84,91,65
S4294,山田 春香,女,理学部,50,89,86,48,84,97,55
S4295,山崎 充,男,理学部,51,97,94,48,75,99,58
S4296,田中 明美,女,理学部,64,98,98,50,84,98,55
S4297,佐藤 淳,男,理学部,48,89,97,63,78,98,62
S4298,渡辺 加奈,女,理学部,50,99,97,45,85,87,55
S4299,鈴木 京助,男,理学部,55,94,99,61,80,85,55
S4300,松本 学,男,理学部,47,88,99,59,79,99,61
S4301,鈴木 真綾,女,理学部,54,98,89,47,79,97,53
S4302,田中 陽子,女,理学部,59,89,99,45,89,88,51
S4303,前田 さゆり,女,理学部,59,100,98,51,83,97,62
S4304,近藤 舞,女,理学部,48,89,86,57,89,88,49
S4305,井上 里佳,女,理学部,60,89,92,45,75,85,53
S4306,山崎 翔太,男,理学部,55,100,89,64,75,96,60
S4307,伊藤 修平,男,理学部,65,99,88,58,79,94,63
S4308,木村 直樹,男,理学部,61,93,92,61,80,88,57
S4309,長谷川 あすか,女,理学部,52,100,93,54,79,93,62
S4310,森 洋介,男,理学部,49,88,94,52,85,96,63
S4311,田中 陽子,女,理学部,65,95,92,54,89,85,62
S4312,岡田 稔,男,理学部,54,96,95,57,80,86,49
S4313,伊藤 美加子,女,理学部,63,94,99,45,79,100,45
S4314,高橋 康弘,男,理学部,54,91,94,53,75,91,45
S4315,近藤 康弘,男,理学部,52,94,93,59,81,95,47
S4316,三浦 七夏,女,理学部,63,85,93,52,89,94,64
S4317,前田 零,男,理学部,50,90,89,57,86,85,48
S4318,山田 修平,男,理学部,48,89,86,61,88,99,61
S4319,田中 舞,女,理学部,49,96,85,49,85,86,61
S4320,井上 太郎,男,理学部,53,89,91,61,84,92,47
S4321,橋本 学,男,理学部,60,94,90,59,75,94,60
S4322,渡辺 明美,女,理学部,50,85,92,53,81,92,55
S4323,村上 明美,女,理学部,60,97,92,55,87,88,54
S4324,斉藤 くみ子,女,理学部,56,98,96,65,88,88,57
S4325,山本 康弘,男,理学部,54,93,85,53,82,88,53
S4326,高橋 香織,女,理学部,63,88,86,65,78,97,55
S4327,橋本 香織,女,理学部,52,92,86,52,79,98,51
S4328,伊藤 和也,男,理学部,53,87,87,54,81,99,60
S4329,中村 結衣,女,理学部,55,94,99,64,86,94,60
S4330,高橋 千代,女,理学部,53,100,100,64,85,99,48
S4331,小林 太郎,男,理学部,61,94,96,60,83,96,49
S4332,松本 真綾,女,理学部,46,91,93,56,81,85,54
S4333,山本 陽子,女,理学部,45,95,99,48,75,99,64
S4334,坂本 聡太郎,男,理学部,59,95,88,64,79,91,53
S4335,高橋 京助,男,理学部,60,99,93,52,81,100,52
S4336,田中 舞,女,理学部,56,93,86,64,77,85,57
S4337,佐藤 加奈,女,理学部,46,92,89,51,86,85,49
S4338,佐々木 里佳,女,理学部,65,93,86,59,79,100,64
S4339,山田 裕太,男,理学部,62,98,100,49,90,92,55
S4340,清水 千代,女,理学部,56,89,85,45,77,89,65
S4341,田中 直子,女,理学部,47,86,92,53,83,88,52
S4342,藤田 明美,女,理学部,48,94,91,62,78,97,47
S4343,藤井 幹,女,理学部,57,93,91,51,81,90,62
S4344,伊藤 直子,女,理学部,57,94,96,56,80,94,52
S4345,井上 学,男,理学部,57,98,86,53,82,98,51
S4346,山口 舞,女,理学部,55,91,92,62,90,99,57
S4347,小川 零,男,理学部,62,85,87,52,78,92,55
S4348,松本 陽子,女,理学部,53,98,95,45,81,99,47
S4349,阿部 学,男,理学部,60,98,94,62,87,99,55
S4350,山崎 陽子,女,理学部,57,99,98,60,88,97,53
S4351,石川 さゆり,女,理学部,65,95,95,61,87,97,52
S4352,西村 和也,男,理学部,47,98,95,49,89,88,58
S4353,吉田 聡太郎,男,理学部,50,89,90,47,90,87,57
S4354,小林 陽子,女,理学部,65,88,94,65,90,99,54
S4355,石川 さゆり,女,理学部,52,86,99,55,79,90,48
S4356,高橋 春香,女,理学部,59,91,91,57,88,96,50
S4357,中村 くみ子,女,理学部,45,99,94,57,75,93,45
S4358,佐々木 舞,女,理学部,46,88,96,65,89,86,56
S4359,佐藤 さゆり,女,理学部,48,96,88,64,79,87,56
S4360,高橋 涼平,男,理学部,48,87,87,55,88,96,46
S4361,池田 京助,男,理学部,56,88,86,62,90,98,51
S4362,渡辺 くみ子,女,理学部,62,86,100,45,87,90,60
S4363,林 聡太郎,男,理学部,52,97,93,64,75,92,56
S4364,渡辺 春香,女,理学部,55,86,86,58,85,86,61
S4365,三浦 浩,男,理学部,61,96,87,60,75,90,48
S4366,前田 美加子,女,理学部,48,85,93,47,83,97,49
S4367,長谷川 太郎,男,理学部,60,96,98,60,84,98,54
S4368,中村 千代,女,理学部,64,89,91,56,78,92,58
S4369,高橋 千代,女,理学部,49,100,96,64,85,91,60
S4370,佐藤 幹,女,理学部,48,94,90,57,77,93,62
S4371,中村 康弘,男,理学部,51,88,85,61,75,88,52
S4372,佐藤 桃子,女,理学部,64,89,91,58,90,92,49
S4373,山口 太郎,男,理学部,50,89,100,63,78,90,61
S4374,中川 太郎,男,理学部,50,89,96,57,75,87,55
S4375,田中 太一,男,理学部,45,90,88,61,77,90,62
S4376,鈴木 陽一,男,理学部,47,88,92,58,79,96,57
S4377,吉田 結衣,女,理学部,53,90,96,56,88,91,64
S4378,伊藤 治,男,理学部,58,99,89,48,82,92,46
S4379,後藤 陽一,男,理学部,45,99,93,57,75,94,48
S4380,山下 治,男,理学部,62,93,96,60,78,91,51
S4381,中島 学,男,理学部,65,94,85,50,81,95,56
S4382,岡本 里佳,女,理学部,60,86,86,53,85,86,55
S4383,佐藤 明美,女,理学部,52,98,95,54,89,90,48
S4384,藤原 美加子,女,理学部,54,85,100,54,80,89,45
S4385,山口 裕太,男,理学部,48,87,92,55,80,100,58
S4386,高橋 聡太郎,男,理学部,58,90,86,65,76,98,54
S4387,木村 稔,男,理学部,51,90,98,45,79,85,52
S4388,林 亮介,男,理学部,47,98,100,65,89,94,59
S4389,山本 健一,男,理学部,45,93,92,59,84,99,51
S4390,近藤 晃,男,理学部,52,88,91,47,78,95,53
S4391,木村 里佳,女,理学部,53,88,95,47,78,91,61
S4392,佐藤 桃子,女,理学部,61,98,88,46,90,96,63
S4393,清水 涼平,男,理学部,53,89,97,51,75,87,64
S4394,加藤 あすか,女,理学部,51,99,91,65,81,86,60
S4395,三浦 太一,男,理学部,51,91,92,55,84,92,63
S4396,佐藤 英樹,男,理学部,46,87,93,52,83,85,58
S4397,松田 あすか,女,理学部,58,87,87,47,86,87,47
S4398,木村 知実,女,理学部,47,86,85,48,85,89,61
S4399,小林 洋介,男,理学部,56,94,91,60,88,97,56
S4400,斉藤 香織,女,理学部,59,93,100,56,82,94,54
S4401,長谷川 裕太,男,理学部,62,92,100,52,83,99,61
S4402,吉田 千代,女,理学部,53,96,96,62,88,100,58
S4403,高橋 春香,女,理学部,48,87,87,46,81,100,63
S4404,清水 裕美子,女,理学部,59,96,98,58,82,98,52
S4405,山田 香織,女,理学部,45,99,85,52,78,97,46
S4406,加藤 零,男,理学部,50,89,90,60,79,88,46
S4407,林 篤司,男,理学部,61,92,90,53,85,92,62
S4408,伊藤 七夏,女,理学部,63,91,87,46,90,97,47
S4409,小林 零,男,理学部,54,91,93,65,87,96,53
S4410,佐々木 くみ子,女,理学部,57,85,90,49,84,87,56
S4411,山田 晃,男,理学部,58,93,100,51,90,97,46
S4412,鈴木 里佳,女,理学部,64,89,91,54,87,90,59
S4413,小林 修平,男,理学部,51,99,87,62,75,91,45
S4414,岡田 直人,男,理学部,52,89,96,47,90,97,47
S4415,田中 亮介,男,理学部,45,85,86,57,80,96,60
S4416,高橋 美加子,女,理学部,46,89,90,52,85,97,58
S4417,山本 治,男,理学部,53,85,98,51,82,90,52
S4418,青木 加奈,女,理学部,64,95,93,48,80,99,56
S4419,井上 亮介,男,理学部,58,100,86,49,89,92,59
S4420,西村 くみ子,女,理学部,51,89,97,64,81,100,45
S4421,石井 浩,男,理学部,50,90,87,49,79,94,47
S4422,木村 京助,男,理学部,52,87,86,54,89,99,64
S4423,鈴木 治,男,理学部,48,98,87,61,84,95,53
S4424,山本 充,男,理学部,45,93,91,63,76,92,53
S4425,渡辺 英樹,男,理学部,59,95,89,50,84,100,51
S4426,佐藤 裕太,男,理学部,47,91,90,47,88,86,61
S4427,高橋 治,男,理学部,62,86,86,45,83,91,50
S4428,岡本 結衣,女,理学部,62,99,92,65,85,86,49
S4429,加藤 学,男,理学部,59,97,85,60,75,86,63
S4430,井上 陽一,男,理学部,45,99,93,49,75,93,61
S4431,石川 春香,女,理学部,60,87,97,45,86,85,48
S4432,藤原 陽子,女,理学部,61,86,98,57,83,90,56
S4433,森 知実,女,理学部,65,97,93,64,83,88,56
S4434,林 淳,男,理学部,65,100,88,54,77,96,58
S4435,坂本 修平,男,理学部,55,94,96,65,78,94,51
S4436,橋本 明美,女,理学部,45,96,99,61,78,85,63
S4437,伊藤 あすか,女,理学部,51,99,85,48,89,98,65
S4438,山崎 花子,女,理学部,46,90,87,49,81,87,59
S4439,岡本 舞,女,理学部,54,90,89,50,89,93,54
S4440,池田 裕美子,女,理学部,64,98,96,50,81,91,46
S4441,岡本 香織,女,理学部,61,87,85,50,88,92,62
S4442,鈴木 真綾,女,理学部,57,100,86,58,88,91,46
S4443,清水 修平,男,理学部,48,86,90,65,85,87,59
S4444,清水 健一,男,理学部,62,91,85,50,77,98,46
S4445,中村 聡太郎,男,理学部,56,90,87,52,80,89,65
S4446,中島 直子,女,理学部,59,87,100,65,78,96,56
S4447,高橋 京助,男,理学部,59,97,96,52,89,88,48
S4448,伊藤 太一,男,理学部,53,87,94,57,86,98,52
S4449,田中 淳,男,理学部,60,85,92,55,78,94,57
S4450,清水 明美,女,理学部,60,86,88,45,78,89,62
S4451,伊藤 洋介,男,理学部,58,92,88,49,88,87,58
S4452,井上 知実,女,理学部,46,97,92,63,77,98,58
S4453,山田 洋介,男,理学部,58,85,85,48,86,90,55
S4454,佐藤 稔,男,理学部,54,95,94,55,80,99,61
S4455,阿部 翔太,男,理学部,49,87,89,49,82,100,59
S4456,鈴木 拓真,男,理学部,59,95,92,57,81,94,49
S4457,山下 聡太郎,男,理学部,46,93,95,45,84,94,53
S4458,小川 さゆり,女,理学部,49,92,88,46,88,99,51
S4459,前田 聡太郎,男,理学部,59,93,91,53,85,99,46
S4460,渡辺 あすか,女,理学部,47,95,95,64,78,90,55
S4461,遠藤 あすか,女,理学部,63,98,96,59,84,92,58
S4462,佐藤 あすか,女,理学部,50,100,96,60,90,99,54
S4463,山本 亮介,男,理学部,53,91,85,59,81,98,58
